transaction_id,transaction_date,transaction_time
157,1999-03-10,16:55:01
158,2004-11-04,2:30:58
159,2002-10-28,11:45:12
160,2021-04-13,23:24:40
161,2010-05-05,10:15:30
162,2018-06-02,2:31:34
163,1998-05-01,3:46:03
164,2003-04-12,0:13:10
165,2013-05-08,19:35:55
166,1994-08-05,14:54:59
167,1995-11-21,20:17:36
168,2005-05-07,8:35:33
169,1996-09-05,9:37:53
170,2007-10-19,13:34:06
171,2004-02-06,5:47:22
172,2010-07-26,10:59:59
173,2000-01-21,8:36:59
174,2016-01-15,9:13:27
175,1994-06-18,4:20:54
176,1990-05-16,23:26:00
177,2014-06-22,18:33:01
178,1998-12-31,1:47:44
179,2006-05-15,15:28:15
180,2005-04-14,16:40:41
181,2008-09-10,16:41:45
182,2002-03-28,15:57:57
183,2002-01-18,19:46:04
184,2011-12-19,5:44:20
185,1999-05-06,17:34:01
186,2017-04-28,11:24:32
187,2021-11-30,18:27:44
188,1996-07-31,9:08:47
189,2016-10-11,23:29:55
190,1992-09-17,12:49:27
191,1992-01-21,19:23:33
192,1990-11-18,5:47:09
193,2015-06-15,10:32:14
194,2002-03-06,16:25:34
195,2004-09-23,17:54:35
196,1996-09-27,6:19:14
197,2019-05-20,8:50:36
198,1990-08-06,11:18:18
199,2008-03-12,11:02:11
200,2005-06-11,12:20:00
201,2016-11-01,6:38:29
202,2007-03-09,14:03:26
203,1994-04-25,0:49:04
204,2021-07-22,13:14:33
205,2009-08-09,13:50:06
206,1998-06-19,9:43:41
207,2000-08-05,0:05:21
208,2010-08-12,9:31:54
209,2001-05-25,20:51:50
210,2005-02-10,14:58:44
211,2019-07-02,10:17:52
212,1990-02-28,16:34:43
213,1998-03-05,2:14:02
214,1994-07-26,14:39:18
215,2018-10-15,22:17:15
216,2007-07-11,3:52:40
217,2006-03-27,5:07:11
218,2001-10-01,0:21:28
219,2013-06-26,12:48:14
220,2002-07-31,23:15:54
221,2013-12-12,2:06:31
222,2004-09-05,13:17:48
223,2004-04-27,23:17:00
224,1993-04-28,1:09:23
225,2000-09-15,16:15:29
226,2021-12-01,9:54:32
227,2009-10-10,16:23:30
228,1996-05-10,20:21:53
229,1990-11-20,22:39:16
230,2019-12-23,4:37:49
231,1991-08-05,7:55:33
232,2004-03-11,15:53:38
233,2005-10-26,5:10:40
234,2003-06-02,18:13:14
235,2018-03-18,11:58:56
236,2005-12-19,6:54:23
237,1999-06-04,18:39:00
238,2000-03-29,23:19:08
239,2021-06-17,12:12:49
240,2011-06-12,22:44:41
241,1998-08-03,0:27:32
242,2009-04-27,6:17:12
243,2006-01-05,6:40:18
244,2020-12-10,18:38:41
245,2015-11-04,12:58:54
246,2011-02-13,16:26:18
247,2001-07-28,7:40:29
248,2004-11-25,13:00:03
249,2002-04-03,8:15:47
250,1991-08-28,13:06:18
251,1992-06-26,18:31:02
252,2012-12-29,21:08:36
253,1996-08-22,17:18:50
254,1993-03-08,19:28:08
255,1995-10-26,8:55:53
256,2020-11-08,18:40:59
257,2014-10-04,17:22:54
258,2022-10-08,20:50:03
259,2007-05-22,18:51:27
260,2012-09-18,9:48:02
261,2016-01-17,1:22:25
262,1993-10-26,9:07:27
263,2004-07-10,0:01:22
264,2011-01-28,17:04:13
265,2002-12-04,13:13:57
266,1990-07-06,9:15:41
267,2014-08-16,7:33:55
268,2017-06-06,21:26:55
269,2010-12-18,3:16:25
270,2021-07-03,17:19:41
271,2016-11-29,4:45:56
272,1993-09-19,11:08:48
273,2020-10-02,8:08:44
274,2002-03-29,21:01:03
275,2016-01-07,20:14:28
276,2011-08-14,16:00:35
277,2015-04-02,14:04:37
278,1992-06-14,6:20:06
279,1994-07-09,21:41:41
280,2019-05-19,12:50:49
281,2017-03-14,11:36:38
282,1992-06-17,15:22:59
283,2020-12-18,22:36:15
284,1991-11-24,3:16:19
285,2002-05-08,22:27:19
286,1993-07-14,21:56:42
287,2022-08-25,7:22:11
288,2010-04-29,20:51:55
289,2022-01-17,4:53:58
290,1994-09-27,9:20:52
291,1994-02-05,19:07:14
292,2018-07-28,1:21:52
293,2014-12-09,17:22:59
294,2021-01-04,5:46:20
295,2005-07-16,2:48:27
296,2021-08-26,11:18:17
297,2011-12-30,0:51:24
298,1996-12-11,4:51:48
299,1991-05-27,14:04:11
300,2001-02-01,22:16:42
301,2011-02-01,13:13:55
302,1995-11-21,11:25:43
303,1993-10-13,9:08:38
304,2005-07-02,16:20:21
305,1991-10-04,6:57:18
306,1993-10-13,21:44:15
307,2003-02-01,11:47:26
308,1995-12-30,17:13:29
309,2016-05-08,1:19:24
310,2003-08-24,11:19:32
311,1999-12-24,13:50:02
312,2016-11-13,7:31:41
313,1997-05-01,5:58:33
314,2010-10-28,23:13:31
315,2012-05-20,14:21:40
316,1992-07-23,7:56:57
317,1996-10-23,14:58:38
318,2015-08-06,10:24:06
319,2003-01-17,18:20:37
320,2017-05-24,16:51:53
321,1992-12-13,5:38:40
322,2013-03-01,12:24:32
323,2002-11-22,5:34:10
324,2021-05-05,7:47:36
325,2009-01-29,21:19:20
326,1991-09-14,23:14:59
327,2016-12-01,8:12:55
328,2017-06-24,3:59:46
329,2000-02-24,3:32:20
330,2005-05-25,6:45:34
331,2017-12-06,23:52:25
332,1990-08-28,1:12:43
333,2012-06-18,1:06:56
334,2006-04-15,1:10:28
335,2019-10-31,9:11:31
336,2012-01-04,1:35:15
337,2010-02-02,15:57:02
338,2005-10-26,1:59:01
339,2003-05-04,20:12:13
340,2005-09-07,4:45:58
341,2008-09-04,4:07:53
342,2009-03-07,6:55:31
343,2006-11-13,19:04:59
344,2000-08-02,3:37:36
345,2008-02-09,1:18:47
346,1993-07-10,4:59:43
347,2010-07-17,7:46:29
348,2002-11-29,23:33:04
349,2007-03-10,7:18:14
350,1990-01-14,22:21:13
351,1995-10-13,19:47:03
352,1993-05-20,15:57:27
353,1990-11-09,7:35:45
354,2016-10-29,10:46:30
355,1995-08-09,12:01:01
356,1999-08-07,21:02:33
357,1995-12-09,5:22:37
358,2017-11-11,21:53:34
359,2018-04-09,3:17:39
360,1990-04-07,13:18:56
361,2002-09-03,15:52:06
362,1998-09-21,6:01:36
363,2013-06-25,19:05:00
364,2011-11-18,20:35:39
365,1992-01-18,5:01:03
366,2001-10-23,22:36:22
367,1990-03-09,19:48:38
368,2013-07-21,5:48:58
369,2013-08-31,0:26:02
370,1990-11-19,17:50:03
371,1990-08-02,19:03:50
372,2002-01-01,13:08:04
373,2021-08-03,12:03:20
374,2005-10-21,18:17:05
375,1999-06-29,18:03:40
376,2004-05-09,21:47:30
377,1993-02-14,11:21:34
378,2021-12-02,17:49:45
379,2002-01-10,23:44:15
380,2006-02-04,0:06:30
381,2000-11-15,10:58:55
382,2015-09-05,8:47:34
383,2004-03-09,17:44:12
384,2000-08-22,22:39:57
385,2017-09-22,6:50:24
386,1993-12-25,23:47:59
387,2007-05-28,23:15:25
388,2006-04-24,17:20:46
389,2005-06-20,11:42:42
390,1995-10-24,9:16:36
391,2013-10-18,19:48:23
392,2022-05-28,1:04:21
393,1993-11-27,9:15:18
394,1993-03-09,3:31:19
395,2015-03-03,21:42:13
396,2003-06-12,3:35:33
397,2017-01-04,4:08:34
398,2015-11-16,23:08:46
399,1991-07-24,11:53:38
400,2022-02-26,20:42:10
401,1994-10-22,10:26:03
402,1996-07-28,17:12:13
403,2000-04-23,18:52:29
404,2014-12-15,19:42:49
405,2000-07-21,1:09:49
406,1991-09-07,15:06:33
407,1990-01-17,21:36:37
408,2020-07-23,17:50:12
409,2011-03-21,17:34:39
410,2015-09-15,22:24:01
411,2022-04-13,0:07:43
412,2015-05-18,1:19:21
413,2017-06-07,7:33:51
414,2012-08-09,10:30:37
415,2004-07-01,3:40:58
416,1993-12-24,21:46:43
417,2004-05-11,15:53:23
418,1992-10-23,9:30:40
419,2005-03-05,22:12:53
420,1991-06-11,20:54:58
421,2004-12-27,6:27:03
422,2010-12-19,13:05:51
423,2014-02-28,4:33:56
424,1996-08-15,11:06:00
425,1993-04-07,21:48:34
426,2008-01-10,16:52:52
427,1999-03-13,23:32:33
428,2022-05-31,12:34:51
429,2001-10-21,16:00:44
430,1994-11-25,14:35:37
431,2018-10-03,1:38:20
432,2003-07-24,9:38:16
433,2005-07-04,7:00:51
434,1991-06-16,16:54:02
435,2010-04-03,11:03:05
436,2019-08-09,19:47:16
437,2013-11-12,20:20:04
438,1992-08-26,11:24:48
439,2014-10-20,18:00:47
440,2001-03-19,4:06:38
441,2020-07-11,11:29:24
442,2022-05-13,10:28:03
443,1995-06-15,13:19:43
444,2021-07-13,6:50:45
445,2008-07-01,0:39:50
446,1997-02-10,22:26:54
447,2003-12-17,5:30:02
448,2019-06-02,13:52:19
449,2005-10-28,5:17:25
450,2007-10-19,23:20:07
451,2010-11-27,19:57:25
452,2022-01-07,21:34:46
453,1991-08-22,16:34:32
454,2003-06-15,16:44:50
455,1995-03-04,2:48:33
456,1998-07-29,6:24:24
457,2013-06-01,0:46:26
458,1999-04-24,2:34:07
459,2009-10-17,11:23:58
460,2021-07-18,10:57:38
461,1995-12-26,7:07:44
462,2005-09-13,6:50:15
463,2001-06-03,7:16:49
464,2021-09-18,18:18:16
465,2013-02-14,17:35:22
466,2003-02-11,10:30:35
467,2021-11-14,12:14:37
468,2019-08-19,20:39:48
469,1991-09-16,11:50:59
470,2012-08-26,22:28:41
471,1996-04-24,2:47:42
472,2000-05-21,0:08:56
473,2018-05-18,20:00:00
474,2000-05-03,18:08:28
475,2011-05-02,15:59:01
476,2013-09-22,19:21:38
477,2010-06-17,2:16:48
478,2009-01-25,16:38:07
479,2021-12-19,4:19:02
480,1995-02-17,17:23:02
481,2021-05-03,2:17:03
482,2009-08-13,9:13:10
483,2010-05-03,18:59:06
484,1995-06-06,8:30:21
485,1990-10-30,5:05:36
486,1997-10-31,10:34:37
487,2012-10-27,16:05:56
488,1997-09-27,22:11:01
489,1998-03-12,2:43:19
490,2010-07-01,22:18:21
491,2008-08-12,14:49:42
492,1996-09-14,5:32:07
493,2005-07-02,9:31:26
494,2006-05-05,16:57:44
495,2016-08-03,19:05:23
496,2008-12-07,19:36:32
497,1990-04-11,14:08:50
498,2011-08-16,18:40:28
499,2004-04-15,19:40:22
500,2010-02-02,15:11:16
501,2022-09-29,11:17:57
502,2002-01-26,4:47:35
503,1999-08-26,2:48:52
504,1995-03-07,12:25:19
505,2009-07-27,1:05:26
506,2008-05-22,0:52:56
507,2009-04-24,15:28:25
508,1993-02-13,19:00:00
509,2016-09-15,17:43:55
510,2003-07-13,22:34:08
511,1995-12-17,5:25:37
512,2000-03-08,15:36:30
513,2008-08-02,5:50:42
514,2010-08-09,6:17:51
515,1990-01-06,2:30:46
516,1999-09-21,6:34:03
517,2007-04-09,23:13:01
518,2014-11-17,14:42:48
519,2001-03-23,16:42:11
520,2007-08-16,2:20:14
521,2021-06-07,12:33:05
522,1990-03-16,17:53:36
523,2010-07-09,14:27:08
524,2018-06-06,1:45:55
525,1995-08-16,20:24:56
526,2005-11-19,22:11:17
527,1993-10-04,16:24:13
528,2012-08-09,15:31:08
529,1992-01-23,6:56:52
530,2015-04-26,10:48:29
531,1990-07-31,2:36:52
532,2007-08-14,14:08:48
533,1994-07-22,9:16:22
534,1996-12-14,19:33:22
535,1994-11-08,0:44:16
536,2018-11-03,7:49:34
537,2015-04-18,19:23:41
538,1992-06-17,9:48:44
539,2013-07-13,19:10:34
540,2000-11-05,18:08:42
541,2020-04-23,15:14:35
542,2007-08-14,13:37:36
543,2008-08-18,22:07:03
544,2014-02-03,12:20:24
545,2005-07-11,6:21:46
546,2021-12-13,15:31:46
547,1999-02-22,18:14:00
548,2002-11-06,13:33:53
549,2012-06-24,21:34:24
550,2007-08-24,11:11:31
551,2013-07-24,9:31:12
552,1993-10-30,9:19:58
553,2000-04-13,1:26:48
554,2003-01-02,6:21:37
555,2004-01-25,17:26:43
556,2014-03-10,17:08:51
557,2014-06-02,21:01:50
558,1996-05-07,3:29:12
559,2006-10-16,2:23:08
560,1995-03-10,15:48:07
561,2009-12-30,6:50:04
562,1999-10-27,6:44:08
563,2017-03-22,9:52:47
564,2020-09-13,3:16:51
565,2019-09-21,7:15:51
566,1990-10-29,21:17:11
567,2007-09-26,5:21:18
568,2001-07-12,5:15:33
569,2012-10-07,21:25:23
570,1999-08-10,1:38:13
571,2001-05-12,2:09:54
572,2002-04-06,23:43:00
573,2004-03-16,9:30:31
574,2011-07-03,13:52:46
575,2019-11-26,13:25:14
576,1995-06-12,4:11:13
577,2001-01-31,6:26:46
578,2012-08-03,14:41:47
579,2019-12-27,10:38:23
580,2006-12-10,12:44:21
581,2021-09-13,1:17:36
582,1998-05-27,2:05:05
583,2012-08-04,9:57:51
584,2009-01-07,16:48:58
585,2014-11-26,6:04:14
586,2022-11-30,18:52:07
587,2022-04-18,5:25:51
588,2015-05-25,6:01:03
589,1991-06-01,22:56:10
590,2017-07-28,8:30:35
591,2000-10-15,14:57:37
592,2017-07-02,9:48:04
593,2005-12-10,23:41:45
594,2017-11-21,23:53:27
595,1998-06-13,14:35:12
596,2014-05-06,16:47:15
597,1990-10-06,12:01:26
598,1993-10-06,11:48:10
599,2020-05-10,3:59:11
600,1990-09-10,9:40:04
601,2013-08-25,20:39:19
602,2016-09-09,22:50:41
603,1992-06-08,0:22:03
604,2022-05-10,2:20:37
605,1996-06-27,1:12:29
606,1990-01-26,7:37:03
607,2003-01-06,11:35:25
608,2005-08-20,11:36:59
609,2022-04-08,14:55:14
610,2012-02-21,16:21:31
611,2021-12-09,6:21:06
612,2019-05-20,18:20:35
613,2001-10-02,22:12:35
614,2019-06-18,3:19:41
615,2010-01-04,17:48:47
616,2018-03-18,7:42:48
617,2014-11-10,3:01:00
618,2005-11-06,18:20:37
619,2013-07-29,7:10:35
620,1995-08-08,16:01:00
621,1994-11-14,2:41:23
622,2015-07-15,18:08:34
623,1998-04-25,14:56:37
624,2020-08-01,15:47:34
625,2013-10-12,14:36:16
626,2022-11-04,15:05:25
627,2009-08-04,7:39:48
628,2011-11-29,7:42:43
629,1992-04-17,5:57:42
630,1995-09-29,21:58:53
631,1994-10-08,19:34:58
632,2000-07-24,9:52:53
633,2017-07-10,9:34:11
634,2018-07-28,8:51:36
635,2000-03-10,10:26:25
636,2015-03-31,18:22:10
637,1997-09-05,7:22:18
638,2019-03-23,9:35:06
639,2000-06-01,14:18:26
640,2021-05-20,22:50:50
641,1998-11-25,8:27:04
642,1993-05-17,7:24:44
643,2010-11-17,7:27:15
644,1998-07-26,5:04:38
645,2002-02-14,2:47:51
646,2022-11-08,11:01:51
647,2014-10-08,17:28:25
648,2022-05-04,9:12:10
649,1990-07-01,6:39:43
650,2013-08-28,8:47:01
651,2013-09-19,17:59:15
652,2022-01-27,22:28:52
653,2014-11-12,13:11:17
654,2003-02-25,14:57:50
655,1997-03-14,23:00:08
656,1996-08-24,17:46:19
657,2005-03-24,12:56:46
658,2022-09-26,10:05:15
659,2017-12-18,3:53:19
660,2001-04-08,12:37:47
661,2009-06-23,15:07:48
662,2003-11-20,5:58:29
663,1990-04-06,6:07:41
664,2007-07-16,4:26:11
665,1999-08-31,9:09:53
666,1996-04-12,22:28:22
667,2004-08-24,17:10:57
668,2003-02-24,11:08:57
669,2007-09-16,0:27:43
670,1999-12-09,21:06:03
671,2008-06-08,4:40:52
672,1997-06-06,9:49:16
673,1993-12-03,12:41:34
674,2020-07-06,8:12:58
675,2001-08-18,14:22:01
676,2020-11-25,1:35:40
677,1990-01-24,14:46:44
678,2012-05-11,3:55:58
679,1995-12-12,11:45:05
680,2000-08-29,13:48:37
681,1997-01-22,3:16:53
682,1998-03-17,13:15:45
683,2012-02-27,19:11:08
684,2022-11-06,3:43:28
685,2015-10-31,17:07:12
686,2003-04-09,16:17:58
687,2015-12-08,3:36:05
688,2014-09-06,16:48:56
689,1992-05-04,4:00:19
690,2004-07-28,11:20:41
691,1990-11-19,17:20:55
692,2008-05-17,13:23:33
693,2018-04-09,18:46:23
694,2008-02-01,22:48:41
695,2021-06-04,19:35:36
696,2020-08-11,19:30:29
697,1993-09-26,2:37:32
698,2008-01-18,22:11:24
699,2002-01-31,11:36:27
700,2006-04-17,21:25:41
701,2011-02-06,4:05:46
702,2011-11-13,15:50:33
703,1997-06-05,18:00:02
704,2001-02-17,8:19:47
705,1998-01-29,10:36:00
706,2021-03-15,23:14:49
707,2007-12-04,17:31:00
708,1992-04-28,7:15:03
709,2006-06-02,10:52:04
710,2013-03-26,8:44:35
711,2019-12-22,21:37:34
712,1995-11-10,11:02:43
713,1994-03-10,23:53:14
714,1995-03-13,8:03:58
715,2009-10-13,8:04:44
716,2007-10-27,5:07:31
717,1992-04-26,13:23:55
718,1991-01-30,14:33:00
719,1995-01-03,16:13:33
720,2015-06-28,16:31:13
721,2004-07-30,4:54:55
722,2018-09-07,9:34:22
723,2008-02-23,16:55:07
724,2005-10-14,22:36:23
725,1990-05-27,20:41:30
726,2013-02-15,13:13:48
727,2000-03-24,14:07:58
728,2021-09-23,22:04:25
729,2001-05-11,6:38:07
730,1990-11-29,6:31:16
731,2015-12-29,7:59:18
732,2022-02-21,0:17:38
733,2020-12-09,14:02:48
734,1992-09-03,17:58:37
735,2000-09-02,19:20:55
736,1992-01-18,21:09:11
737,1991-11-11,2:08:54
738,2022-02-02,1:21:54
739,1997-03-16,22:18:02
740,2000-05-31,17:33:15
741,2019-10-19,10:20:52
742,1991-10-24,6:31:19
743,1999-07-07,19:34:57
744,2002-05-19,17:43:15
745,2005-08-01,1:04:13
746,1999-12-08,8:14:44
747,1996-05-19,16:09:16
748,2002-09-26,4:19:11
749,2001-05-09,20:17:05
750,2001-11-20,9:32:21
751,1993-05-26,4:53:57
752,2022-02-24,4:36:14
753,2009-06-23,13:54:53
754,1991-10-26,9:45:52
755,2009-11-22,11:46:36
756,2009-12-17,0:01:06
757,2014-10-21,1:22:07
758,1997-12-28,0:21:16
759,1996-02-25,21:24:29
760,1991-01-28,23:13:23
761,2014-05-19,13:08:16
762,2012-08-31,4:33:16
763,1993-05-13,3:08:44
764,2008-08-19,3:36:35
765,1993-05-01,9:41:36
766,2008-12-25,17:30:47
767,1990-07-18,12:16:49
768,2005-10-13,8:25:49
769,1993-10-29,6:24:57
770,2010-03-17,14:02:58
771,2005-08-18,19:04:03
772,2016-04-17,6:26:46
773,1998-01-30,10:36:38
774,2016-07-16,17:39:39
775,2000-02-19,9:13:29
776,2019-10-03,15:23:47
777,2004-12-19,12:01:47
778,1999-10-07,9:47:05
779,1998-05-06,12:28:28
780,1996-02-20,9:15:03
781,2008-01-16,0:24:55
782,1990-11-03,16:56:08
783,2018-04-23,17:38:18
784,2013-10-03,2:09:09
785,2009-12-11,18:02:42
786,1995-02-07,3:38:31
787,1994-05-01,22:13:28
788,2008-06-11,21:51:21
789,1999-11-28,14:13:44
790,2016-01-16,18:14:49
791,2004-06-25,18:45:50
792,2013-06-03,13:01:53
793,2022-03-23,6:18:12
794,2005-11-16,0:50:27
795,2006-03-06,16:30:51
796,2003-11-27,14:46:57
797,1994-07-15,21:39:02
798,2019-11-18,7:55:17
799,2018-12-25,21:47:43
800,1994-02-06,9:20:58
801,1991-04-03,11:44:12
802,2005-01-16,23:38:46
803,2013-06-28,11:43:30
804,1996-02-26,7:36:34
805,2006-05-16,6:21:40
806,2001-05-03,17:08:46
807,2006-05-18,19:09:36
808,1990-03-05,0:23:14
809,1994-05-16,4:25:51
810,2013-06-06,11:44:07
811,2003-05-30,16:37:55
812,2010-09-12,17:15:09
813,2022-05-03,22:40:36
814,1996-06-04,6:49:05
815,2004-04-06,7:34:53
816,2005-03-11,15:58:23
817,2010-02-24,18:46:46
818,2018-01-25,9:15:10
819,1993-12-12,11:23:08
820,2008-06-11,10:04:39
821,1997-02-01,8:43:27
822,1997-05-28,7:31:08
823,2009-12-17,7:58:33
824,2009-07-17,15:25:26
825,2003-12-25,20:39:59
826,2010-01-02,10:39:07
827,2011-12-20,23:08:32
828,2008-09-07,13:03:49
829,2022-06-09,22:59:30
830,2010-02-24,18:22:03
831,1992-07-28,4:41:06
832,2016-06-19,22:39:04
833,2019-02-25,16:09:07
834,2003-01-24,14:22:48
835,2006-06-17,17:02:26
836,2001-07-31,16:18:35
837,2020-04-14,19:15:02
838,2009-02-20,23:56:01
839,2016-08-28,19:59:09
840,2021-10-18,0:46:44
841,2015-02-24,17:51:52
842,2013-08-18,16:29:11
843,2010-11-10,16:56:01
844,2001-05-26,6:45:13
845,2009-06-06,15:39:02
846,2004-08-05,11:43:22
847,2011-01-12,8:55:47
848,2001-01-08,15:47:27
849,2013-06-22,6:06:04
850,1995-03-23,16:25:26
851,2005-08-06,13:16:59
852,2014-05-05,9:16:36
853,2012-07-13,19:31:22
854,2019-01-24,16:41:44
855,1995-08-24,11:37:09
856,2010-12-27,2:12:45
857,2019-09-04,4:17:57
858,2018-01-08,2:33:27
859,1995-06-28,15:52:51
860,2013-01-29,8:49:44
861,2013-12-08,11:17:43
862,2011-10-29,22:04:08
863,2020-02-18,17:49:30
864,2020-03-24,17:44:43
865,2017-10-19,23:49:02
866,2002-03-15,4:58:54
867,1993-11-12,7:56:12
868,1994-04-10,2:16:32
869,1999-10-23,0:07:53
870,2018-04-03,4:01:11
871,2019-03-28,7:51:16
872,2005-08-16,2:08:46
873,2007-05-20,6:52:43
874,1990-12-23,7:20:20
875,2009-07-12,8:07:44
876,2004-12-25,4:29:55
877,2022-06-28,7:02:21
878,2008-10-03,10:59:16
879,1994-08-18,20:11:13
880,2003-07-24,22:28:43
881,1990-01-13,1:26:55
882,2002-04-05,16:06:28
883,2016-12-27,17:20:20
884,2021-06-05,5:04:15
885,1994-06-11,15:17:54
886,2000-11-22,9:52:16
887,2008-12-11,13:24:35
888,2017-09-27,3:26:42
889,2012-02-10,3:12:53
890,1992-05-21,6:14:24
891,2022-06-25,8:29:56
892,2021-06-30,22:35:25
893,2015-11-13,4:35:09
894,1995-08-07,4:23:22
895,1993-05-19,14:31:40
896,1991-07-29,2:19:22
897,1999-03-18,17:00:21
898,1997-07-24,18:45:33
899,1990-03-03,11:36:31
900,1992-07-16,11:20:34
901,1994-01-27,20:17:23
902,1993-09-27,7:52:13
903,2020-10-03,5:19:11
904,2002-10-06,18:21:34
905,2004-10-21,11:58:00
906,2019-05-08,9:23:16
907,2020-09-16,7:29:58
908,1997-03-13,12:03:54
909,2010-12-10,21:40:26
910,2004-03-26,8:05:25
911,1996-08-29,20:20:14
912,1990-02-12,10:05:24
913,2004-07-17,3:27:29
914,2017-11-23,0:26:51
915,1995-03-28,0:58:39
916,1991-05-16,19:15:10
917,1998-02-21,12:18:56
918,2007-06-18,12:13:40
919,2017-08-18,15:23:56
920,1993-08-01,3:49:20
921,2006-05-07,0:46:02
922,2020-02-19,10:51:42
923,2020-08-07,7:39:41
924,2017-12-31,18:57:52
925,2011-11-26,20:12:15
926,2016-12-08,18:17:14
927,2017-04-16,15:21:10
928,2005-05-01,12:34:56
929,1993-04-27,21:41:20
930,2006-06-13,0:38:01
